202.138	6.680
209.772	8.110
216.095	10.772
222.635	14.815
226.017	17.432
230.442	20.196
236.789	21.552
240.167	21.802
244.835	20.173
251.401	16.643
259.644	12.295
269.565	8.402
272.946	8.082
277.175	7.985
282.698	8.232
286.515	8.876
290.551	9.296
294.148	9.495
299.864	9.742
304.119	10.238
306.673	11.107
312.631	12.443
323.403	14.835
344.778	19.617
350.687	20.905
359.780	24.628
368.022	29.810
373.079	34.092
377.531	37.591
380.277	41.436
387.865	48.902
395.475	54.861
401.603	58.630
408.801	62.971
423.367	69.033
439.828	75.534
453.759	80.962
482.039	89.623
489.843	92.188
498.670	94.677
502.075	95.049
508.033	95.395
511.437	95.395
520.361	96.113
541.856	96.924
550.318	96.873
562.792	97.120
573.176	97.021
585.697	96.848
593.553	96.550
600.968	96.328
609.017	96.254
623.995	95.786
639.243	95.142
647.535	94.376
651.352	94.155
658.792	94.055
668.132	93.510
685.082	92.372
693.347	91.629
699.089	90.885
710.566	90.289
722.263	89.100
734.787	87.539
745.194	86.126
751.980	85.059
760.491	84.071
769.608	82.735
779.556	80.904
792.077	78.552
798.863	76.818
803.531	75.776
809.050	74.536
815.204	73.196
821.987	71.437
832.154	68.826
842.072	66.085
853.722	62.260
866.559	58.315
880.686	53.778
896.296	48.258
908.309	43.900
917.814	40.667
919.078	39.831
928.806	36.669
938.312	33.357
951.834	28.448
960.076	25.735
969.608	22.747
981.451	19.220
992.636	15.687
1003.212	13.291
1014.859	10.422
1025.149	8.106
1035.944	6.154
1050.973	3.830
