400.965	30.508
410.852	32.240
427.864	35.835
448.023	39.891
460.282	43.868
471.499	47.479
476.563	48.158
481.144	48.159
485.240	47.231
491.260	45.757
497.552	45.009
502.893	45.197
514.271	47.935
524.427	50.118
538.308	51.983
547.583	53.396
554.650	56.875
560.926	60.409
565.037	62.874
574.058	66.930
578.392	67.663
581.722	67.359
592.876	65.192
596.696	64.334
611.622	64.086
616.503	64.843
625.020	64.844
634.997	66.007
647.420	66.243
653.467	65.690
658.598	64.520
677.241	59.646
679.166	58.967
684.756	57.859
692.731	56.246
697.070	55.630
704.400	54.016
714.661	52.028
720.679	50.733
728.623	49.307
733.968	48.254
740.320	47.381
747.161	45.517
752.263	43.841
756.636	41.437
761.495	39.129
766.600	36.204
772.194	33.045
775.314	31.882
778.186	31.071
788.195	31.252
799.823	32.049
822.440	32.057
825.830	31.683
839.990	31.068
855.317	29.468
864.780	28.221
875.194	26.864
882.735	25.506
888.812	24.087
895.562	22.744
903.319	21.317
909.396	20.007
919.134	18.197
930.280	16.411
936.297	14.866
943.077	13.189
949.397	12.253
956.447	11.434
956.447	11.309
967.074	9.515
975.621	7.830
988.686	6.051
997.691	5.130
1000.327	5.039
