300.970	0.205
349.455	24.233
358.182	27.314
363.030	30.600
368.848	34.914
379.515	37.790
389.212	38.818
398.909	41.284
409.576	44.776
416.364	43.750
423.152	43.546
429.939	43.957
439.636	45.396
448.364	44.165
459.030	43.755
463.879	45.399
469.697	47.865
473.576	49.303
477.455	50.742
488.121	53.825
497.818	54.853
505.576	56.703
509.455	57.937
520.121	59.582
531.758	59.584
544.364	59.791
550.182	59.997
559.879	59.588
578.303	59.180
590.909	59.182
599.636	55.690
608.364	55.691
616.121	54.870
620.970	53.432
629.697	51.995
641.333	51.380
647.151	48.709
654.909	46.654
661.697	45.217
668.485	43.984
675.273	43.574
680.121	43.369
684.970	41.519
689.818	40.492
696.606	41.521
699.515	41.932
706.303	41.522
710.182	41.317
715.030	41.934
719.879	42.345
724.727	40.701
727.636	39.263
729.576	38.235
735.394	38.852
738.303	39.264
742.182	38.236
746.061	37.003
748.970	35.770
754.788	35.360
762.545	34.949
767.394	35.566
770.303	35.978
776.121	34.745
780.000	33.306
790.667	33.718
797.455	32.279
806.182	31.252
812.970	30.636
820.727	30.225
824.606	28.581
830.424	27.142
834.303	26.114
840.121	25.086
845.939	24.675
851.758	24.470
857.576	22.620
863.394	20.975
869.212	20.358
875.030	19.742
880.849	19.536
885.697	18.508
890.545	17.686
894.424	16.864
899.273	15.835
905.091	14.807
908.970	14.396
915.758	13.985
921.576	13.985
926.424	12.752
932.242	11.723
939.030	10.489
951.636	9.461
961.333	8.433
970.061	7.405
974.909	6.582
984.606	5.965
991.394	5.143
999.151	4.320
1008.848	3.703
1019.515	3.086
1027.273	2.469
1035.030	2.057
1042.788	1.646
1054.424	1.234
1064.121	0.823
1082.545	0.412
1100.000	0.000
