		Astrodon Photometrics  Johnson/Cousins Filters															
Wavelength (nm)	UV	B	V	Rc	Ic												
689	1.50E-05	9.48E-05	0.000200823	64.86390686	0.049676258
690	1.94E-05	0.000187206	0.000188107	64.24958038	0.060789559
691	7.88E-06	0.000280487	0.000238963	63.54631042	0.076233342
692	1.28E-05	0.000774688	0.00010259	62.82744598	0.096915714
693	8.81E-06	0.004749162	0.000132369	62.08041382	0.125736088
694	2.50E-05	0.0040423	0.000157293	61.30513382	0.165958732
695	1.22E-05	0.000338311	0.000132714	60.48778152	0.223515555
696	1.88E-05	8.62E-05	0.000183399	59.67411423	0.305208653
697	5.71E-05	6.60E-05	0.000153113	58.85570145	0.422416121
698	5.20E-05	3.54E-05	0.000165968	57.99191666	0.591834724
699	2.10E-05	-1.21E-05	0.000118132	57.14077759	0.834450305
700	9.95E-06	2.23E-06	0.000169302	56.2610817	1.177528739
701	1.83E-05	-1.29E-05	0.000125635	55.41383743	1.639747858
702	1.30E-05	-1.66E-05	9.25E-05	54.55046844	2.254262447
703	5.85E-06	1.63E-05	6.18E-05	53.69632721	3.027626514
704	5.57E-06	-1.83E-05	0.000185201	52.94517136	3.931513309
705	1.78E-05	2.97E-05	7.31E-05	52.18149567	4.94847393 
706	1.11E-05	-4.81E-05	0.000136702	51.49454498	6.057901859
707	1.75E-05	7.83E-06	2.13E-05	50.8355484	7.239061356
708	2.45E-05	-1.92E-05	0.000144484	50.25084686	8.523897171
709	1.04E-05	3.43E-06	4.52E-05	49.67881012	9.918644905
710	1.05E-05	-1.01E-05	0.000115735	49.09044647	11.48795891
711	4.57E-06	-4.45E-05	0.000112472	48.51062393	13.27702713
712	1.90E-06	2.22E-05	5.79E-05	47.89297104	15.26935577
713	2.09E-05	-3.12E-05	0.000138809	47.2638588	17.51373482
714	1.43E-05	1.11E-05	2.29E-05	46.58903122	19.96145058
715	1.34E-05	-5.59E-05	9.30E-05	45.90911102	22.57500267
716	2.83E-05	-2.43E-05	8.03E-05	45.26491928	25.33292198
717	3.88E-05	-1.71E-05	6.28E-05	44.64925385	28.1027317 
718	7.75E-05	2.07E-06	0.000120119	44.07300186	30.87989044
719	0.000181438	-2.22E-05	0.000177475	43.60755157	33.66104126
720	0.000346417	-1.26E-05	0.000130896	43.22877502	36.3571167 
721	0.000416341	-1.92E-05	6.89E-05	42.89804459	38.97751617
722	0.000293887	5.02E-05	0.000108707	42.69392395	41.61945343
723	0.000143096	-2.51E-05	4.17E-05	42.51029587	44.1831398 
724	8.93E-05	-1.88E-05	0.000144462	42.39795303	46.733181  
725	6.51E-05	-5.24E-05	5.72E-05	42.31038666	49.24522781
726	4.41E-05	-3.09E-05	9.50E-05	42.22307587	51.73512268
727	3.70E-05	-1.10E-05	-3.47E-07	42.08115387	54.2946701 
728	3.70E-05	5.51E-05	6.99E-05	41.93346786	56.80748367
729	3.66E-05	-5.86E-05	4.58E-05	41.71507263	59.36579132
730	3.95E-05	-6.67E-05	9.99E-05	41.47859192	62.07191849
731	4.13E-05	6.99E-05	9.42E-05	41.1763382	64.82125854
732	4.32E-05	0.000518476	8.41E-05	40.85900497	67.66958618
733	8.29E-05	0.000121736	5.00E-05	40.51686859	70.66627502
734	0.000119151	1.23E-06	0.000101754	40.15663147	73.6784668 
735	0.00018628	-3.51E-05	0.000152579	39.80270767	76.78232574
736	0.00022544	-6.24E-05	0.000168695	39.41646957	79.71793365
737	0.000193617	-1.29E-05	3.40E-05	39.03641129	82.64199829
738	0.000145947	-6.09E-05	3.21E-05	38.62937927	85.32239532
739	0.000119205	-3.84E-05	5.58E-05	38.20568085	87.68495941
740	0.000110229	7.16E-05	0.000127434	37.79008865	89.77957153
741	0.0001264	-6.64E-05	9.74E-05	37.33974838	91.48145294
742	0.000160753	4.32E-05	7.44E-05	36.85209656	92.80653381
743	0.000173132	-4.90E-05	0.000114348	36.41195679	93.97067261
744	0.000154763	-1.34E-05	0.000168401	35.97216797	94.7700882 
745	1.00E-04	-2.49E-05	0.000129218	35.50095367	95.3644104 
746	6.39E-05	-9.37E-06	7.72E-05	35.04877472	95.75739288
747	4.07E-05	6.49E-05	0.000137779	34.64275742	96.11460876
748	4.79E-05	-3.76E-05	0.000210943	34.20896149	96.39458466
749	4.87E-05	-6.21E-05	0.000162265	33.78364563	96.57118225
750	6.02E-05	-7.72E-05	0.000150021	33.3756218	96.78714752
751	0.000147604	-1.62E-05	0.0001094	32.93215561	96.9720459 
752	0.000275005	-3.79E-05	0.000222905	32.49456406	97.1941452 
753	0.000243568	0.000127111	5.70E-05	32.01145935	97.26503754
754	9.78E-05	-2.28E-05	0.000155952	31.48929977	97.37692261
755	2.40E-05	2.80E-05	0.000145684	30.99463272	97.46508789
756	1.70E-05	-5.78E-05	0.000141541	30.46777916	97.58541107
757	1.42E-05	-1.16E-05	0.000202211	29.96668243	97.77746582
758	1.55E-05	7.08E-05	0.000165845	29.47261047	97.90318298
759	8.11E-06	-4.02E-05	0.000190665	29.00598145	98.06380463
760	8.56E-06	0.000191356	0.000266811	28.58553505	98.22498322
761	1.55E-05	0.000523191	0.000234661	28.18962288	98.47852325
762	1.10E-05	0.005696479	0.000122657	27.8350029	98.71662903
763	2.01E-05	0.000429696	0.000209369	27.51197815	98.957901  
764	2.14E-05	3.46E-05	0.000206612	27.20953751	99.19815826
765	1.43E-05	1.92E-05	0.000190198	26.90942001	99.50917816
766	1.02E-05	8.98E-05	0.000142268	26.56183243	99.60210419
767	8.75E-06	7.54E-05	0.000276298	26.20109558	99.83795929
768	2.06E-05	3.75E-05	0.000181462	25.77470016	99.96109772
769	6.20E-06	-1.78E-05	0.00019028	25.31142235	100.0399094
770	7.88E-06	-2.94E-05	0.000190307	24.79531479	100.0348053
771	9.32E-06	2.51E-05	0.000291484	24.23803139	100.0687561
772	1.57E-05	7.08E-05	0.000185202	23.66254425	99.91895294
773	2.53E-05	3.18E-05	0.000249392	23.13096428	99.92649841
774	7.66E-06	-6.42E-05	0.000214059	22.59731674	99.83351135
775	1.38E-05	-0.000150804	0.000376646	22.0940361	99.68063354
776	1.45E-05	6.33E-05	0.0004133	21.66363335	99.6309967 
777	9.66E-06	-2.65E-05	0.000510974	21.34099388	99.6461792 
778	3.61E-05	9.67E-05	0.000514313	21.04356384	99.58939362
779	1.64E-05	-3.28E-06	0.00057964	20.84944534	99.60655975
780	1.12E-05	9.65E-05	0.000632209	20.6839695	99.58045197
781	1.54E-05	8.44E-05	0.000577203	20.58754349	99.61870575
782	1.50E-05	-4.55E-05	0.000439536	20.51391602	99.66938019
783	1.88E-05	-8.91E-05	0.000349241	20.46437263	99.68432617
784	1.36E-05	-0.000271453	0.000439511	20.38035011	99.73860168
785	1.97E-05	-0.000219356	0.000405987	20.27708054	99.67420959
786	1.94E-05	8.29E-05	0.000420821	20.1374836	99.74930573
787	1.11E-05	-0.000334112	0.000402173	19.94079208	99.76522827
788	2.01E-05	0.000231608	0.000415419	19.69522476	99.81790924
789	8.95E-06	-0.00010171	0.000328888	19.39390945	99.80961609
790	1.27E-05	-6.44E-05	0.000409462	19.05389023	99.74259949
791	1.78E-05	0.000146326	0.000436524	18.70100403	99.82532501
792	1.08E-05	-3.34E-05	0.00042022	18.31778336	99.7532196 
793	2.69E-05	1.68E-05	0.000521348	17.92802238	99.69385529
794	1.04E-05	-0.000196891	0.000432386	17.56021309	99.63200378
795	5.19E-06	-3.72E-06	0.000623026	17.18462563	99.64122009
796	1.62E-05	-0.00016684	0.000661172	16.80321693	99.53017426
797	1.73E-05	4.80E-05	0.000582857	16.41958809	99.48101044
798	5.74E-06	-4.15E-05	0.000875263	16.05454063	99.43698883
799	3.19E-06	-1.79E-05	0.001170907	15.65749073	99.28322601
800	0.011135816	0.00016544	0.018923827	14.53425884	99.16056824
801	0.010283818	-0.000259005	0.016953906	14.20606804	99.06230164
802	0.010582738	5.11E-05	0.021843493	13.89719582	98.94866943
803	0.010039397	-0.000194089	0.012907546	13.57350159	98.8638916 
804	0.010300214	-0.000287627	0.018798165	13.25957584	98.73813629
805	0.009702487	8.61E-05	0.018662322	12.94281769	98.52973938
806	0.009691299	-3.99E-05	0.01227006	12.62775612	98.30674744
807	0.009869642	0.000386701	0.014516464	12.33095455	98.29409027
808	0.009448152	-0.000245162	0.014641795	12.04931736	98.19303894
809	0.01006814	1.53E-05	0.015498925	11.78639221	98.18312073
810	0.009511995	-2.29E-05	0.01442406	11.51602364	98.11734772
811	0.010092781	-0.000261566	0.017526576	11.26305199	98.06381226
812	0.009409193	7.06E-05	0.016337547	11.01666355	98.02831268
813	0.009223702	0.000112878	0.016400082	10.770401	97.96632385
814	0.009413119	7.26E-05	0.014568609	10.54823971	97.96762085
815	0.009394838	-5.50E-06	0.013231212	10.34409142	98.0687027 
816	0.009209355	-0.000185426	0.014649975	10.13620281	98.10443115
817	0.008995349	7.22E-06	0.014733688	9.940141678	98.16085815
818	0.008773904	0.000102599	0.016542044	9.736539841	98.06719208
819	0.008850551	0.000162204	0.017520621	9.540366173	98.20132446
820	0.00887287	-3.12E-05	0.018012434	9.373970032	98.38305664
821	0.00840734	-3.02E-05	0.016320042	9.198519707	98.39707947
822	0.008651053	-0.000420557	0.017586093	9.023875237	98.38764954
823	0.008706993	-0.000177112	0.012300032	8.860512733	98.49237823
824	0.008223164	-0.000173611	0.015073102	8.701223373	98.51882172
825	0.008451684	0.000212071	0.017466962	8.546910286	98.6255722 
826	0.008023306	0.00029586	0.016361244	8.386841774	98.66609955
827	0.008142123	0.000441133	0.014238647	8.232833862	98.57728577
828	0.008040674	-0.000226693	0.018873008	8.089067459	98.67756653
829	0.008189689	7.16E-05	0.015969882	7.920332432	98.568573  
830	0.007621203	-3.09E-05	0.009855321	7.760052204	98.63406372
831	0.007740902	-0.000266185	0.01882752	7.57374382	98.49546051
832	0.007767275	0.03234015	0.02123351	7.377692223	98.49570465
833	0.007303094	0.032189056	0.016923558	7.187880516	98.43035889
834	0.007607976	0.031976894	0.014729813	6.979060173	98.48869324
835	0.007426866	0.032235179	0.02751562	6.759890079	98.36433411
836	0.007237713	0.03013094	0.019074703	6.542922497	98.42351532
837	0.007101784	0.030641945	0.020415904	6.296701908	98.19955444
838	0.007077941	0.030492483	0.022874163	6.040702343	98.08798218
839	0.007008716	0.031140907	0.022293398	5.792816639	98.08331299
840	0.006575858	0.0283782	0.02248157	5.537290096	98.02228546
841	0.006564303	0.028681371	0.02078449	5.281219959	98.0302124 
842	0.006476187	0.027849281	0.028903933	5.006884575	97.85059357
843	0.006228568	0.027498752	0.03047359	4.736148834	97.85664368
844	0.006421669	0.027394501	0.026801528	4.450497627	97.83792114
845	0.006011727	0.026502283	0.023251535	4.160757065	97.80609131
846	0.006226997	0.024925143	0.028176656	3.884683609	97.65348816
847	0.005834441	0.025527634	0.025519941	3.602037668	97.61656189
848	0.005952847	0.025162477	0.025360003	3.32230401	97.59186554
849	0.005597408	0.024669588	0.025033414	3.052115917	97.50388336
850	0.00591123	0.023507386	0.028751999	2.783363581	97.53070068
851	0.005294879	0.024394069	0.026935721	2.515356779	97.2237854 
852	0.005388151	0.023132196	0.030583233	2.286306858	97.25882721
853	0.005049085	0.022719944	0.026114445	2.065002203	97.12645721
854	0.005129505	0.021663889	0.027094226	1.85217917	96.936203  
855	0.005296128	0.021229211	0.027296821	1.665090919	96.92772675
856	0.004948039	0.020991324	0.028262831	1.483867168	96.82893372
857	0.005068324	0.021679552	0.027438506	1.314322829	96.71572113
858	0.004982198	0.019484321	0.027770434	1.167262912	96.5668335 
859	0.004927667	0.021206046	0.026775608	1.033683896	96.61904907
860	0.004774211	0.018794479	0.024044065	0.912856221	96.53710175
861	0.004598228	0.019648297	0.030097954	0.802661657	96.50272369
862	0.004722941	0.01971072	0.027885443	0.707060039	96.40239716
863	0.004248768	0.017319322	0.027720589	0.617846489	96.28816986
864	0.004266751	0.018340997	0.022728862	0.541793883	96.19583893
865	0.004085645	0.017016597	0.024685813	0.48169595	96.14876556
866	0.004101526	0.017864143	0.024598345	0.427930117	95.9703598 
867	0.004026134	0.016688539	0.024329819	0.383641601	95.78768158
868	0.003996724	0.01571697	0.021995325	0.347689807	95.58899689
869	0.003854465	0.016607489	0.022963014	0.317364395	95.33273315
870	0.003618577	0.015825542	0.022467311	0.291437775	94.96537781
871	0.003716474	0.01471767	0.023550374	0.270666927	94.71722412
872	0.003633464	0.015146676	0.023742823	0.251113862	94.13363647
873	0.003442096	0.014572453	0.020088326	0.232421696	93.53004456
874	0.003359337	0.014107196	0.01978172	0.215947673	92.88146973
875	0.003484976	0.01468824	0.019728312	0.198667869	91.69520569
876	0.003388725	0.013888293	0.023257274	0.181353986	90.19539642
877	0.003218056	0.013022239	0.020119982	0.16507104	88.25302124
878	0.00321156	0.012469398	0.018956337	0.150101736	85.93289948
879	0.002997896	0.012324164	0.015488678	0.13574779	82.70790863
880	0.003069556	0.012446882	0.017062308	0.12174391	78.76891327
881	0.003142038	0.011922281	0.017000964	0.108876288	74.19274139
882	0.003109748	0.011524459	0.015484281	0.095708616	68.62437439
883	0.003183024	0.011294014	0.013922478	0.083057411	62.63235092
884	0.003129866	0.011429605	0.012633215	0.071895793	56.79917145
885	0.003031507	0.011177914	0.011559621	0.060733479	50.75312424
886	0.003039495	0.010732419	0.011612482	0.050104585	44.80483246
887	0.003029416	0.009871046	0.011363468	0.040197458	39.27106094
888	0.00309807	0.009949286	0.011546195	0.031199275	34.07965088
889	0.003151505	0.009778976	0.011375576	0.023236422	29.28574753
890	0.003087383	0.009548897	0.009590103	0.017140495	25.39907074
891	0.00302746	0.009659868	0.0066213	0.012722774	21.85959435
892	0.003306007	0.009844528	0.008831497	0.009833382	18.71341515
893	0.002965139	0.008871842	0.007232802	0.008101901	16.11259079
894	0.003205493	0.008659908	0.007806576	0.007204958	13.7675066 
895	0.00317346	0.008959623	0.007308632	0.006443032	11.74841118
896	0.003048459	0.008353923	0.006045992	0.005923829	10.12911129
897	0.00307868	0.008324181	0.005143007	0.005703917	8.749786377
898	0.003086555	0.007989838	0.006559016	0.005525365	7.578490734
899	0.003187301	0.008455928	0.006255984	0.005209367	6.674341202
900	0.003182736	0.007655566	0.007251542	0.005191988	5.799571037
901	0.003134467	0.008184101	0.006316456	0.004975361	4.980026722
902	0.003161866	0.007242029	0.006012167	0.004977645	4.060103416
903	0.003039446	0.007435106	0.005845461	0.004978286	3.339447737
904	0.003158245	0.007074883	0.006740036	0.004920625	2.709066629
905	0.003144539	0.006940049	0.007975813	0.005004344	2.191999912
906	0.003065962	0.006984292	0.006214441	0.004860585	1.76955533 
907	0.003282409	0.006773067	0.005888757	0.004946742	1.415587902
908	0.003262962	0.006553959	0.007661068	0.004976058	1.128850937
909	0.003237268	0.006235001	0.006814444	0.004818176	0.909482956
910	0.003144088	0.005914043	0.007918679	0.004799184	0.729791343
911	0.00306894	0.005764605	0.007662336	0.004732007	0.580692172
912	0.003116136	0.006131952	0.008267378	0.00476306	0.468030989
913	0.00321286	0.005859402	0.006483864	0.004722479	0.374023318
914	0.003110805	0.005905527	0.006944353	0.004748843	0.297725767
915	0.003277363	0.005693712	0.008434691	0.004738356	0.24124594 
916	0.003134944	0.005595101	0.006752575	0.004512122	0.196823314
917	0.003198008	0.005497502	0.006481602	0.004486466	0.160829589
918	0.003113727	0.005530209	0.005925195	0.004527785	0.131475359
919	0.003247556	0.005026492	0.005164451	0.004348467	0.109311089
920	0.003168078	0.005270089	0.006441471	0.004258906	0.090568654
921	0.003007323	0.005251785	0.007311592	0.004219228	0.075524978
922	0.003035741	0.005147973	0.00685302	0.00408192	0.064338222
923	0.003017294	0.005185233	0.004489805	0.004166661	0.054767389
924	0.003145202	0.004853956	0.005708859	0.00386325	0.047108978
925	0.003014084	0.004771105	0.005010762	0.003973497	0.040818736
926	0.003248694	0.004658651	0.003993294	0.003760589	0.035369996
927	0.003103571	0.004761585	0.005178069	0.003753919	0.030856781
928	0.003218621	0.004497131	0.006714951	0.003635748	0.027501034
929	0.003066221	0.004354085	0.004541907	0.003518676	0.024426471
930	0.003167047	0.004413892	0.00348563	0.003612562	0.021908967
931	0.00310887	0.004605595	0.0073245	0.00366544	0.019909216
932	0.003224652	0.004553142	0.005167344	0.003707342	0.018035578
933	0.003170277	0.004205484	0.003815531	0.003459051	0.016454823
934	0.003171227	0.004072955	0.005352456	0.003532762	0.015094284
935	0.003154805	0.00418851	0.007338565	0.003501832	0.013848647
936	0.003307068	0.004198906	0.005482117	0.003812243	0.012762878
937	0.003252435	0.003847677	0.005540373	0.003634123	0.012061359
938	0.003250424	0.004001578	0.005862796	0.003629331	0.01131312 
939	0.003217329	0.003996397	0.004644333	0.003775921	0.010730874
940	0.003208037	0.003856737	0.007003389	0.003850698	0.009971565
941	0.003350736	0.003713005	0.005542739	0.003854627	0.009593232
942	0.003198456	0.003746506	0.00622961	0.004057981	0.00900268 
943	0.00322886	0.003817671	0.005201727	0.004003557	0.008741226
944	0.003241672	0.00374162	0.003480927	0.004134089	0.008248591
945	0.003289114	0.003403705	0.002943728	0.004212235	0.008048365
946	0.003226876	0.003360822	0.005225	0.004185479	0.007552057
947	0.003181208	0.00350261	0.006203281	0.004281145	0.007321851
948	0.003162051	0.003480326	0.004627066	0.004159208	0.007230292
949	0.003218123	0.003265783	0.005353732	0.004363281	0.006969531
950	0.003241749	0.003451716	0.005318948	0.004169198	0.00684333 
951	0.003156984	0.003423071	0.004304291	0.004157011	0.006607374
952	0.003142769	0.003164122	0.005845042	0.004021322	0.006416979
953	0.003067216	0.003360101	0.006880863	0.003901323	0.006374674
954	0.003275405	0.003301139	0.007061364	0.003875284	0.006307079
955	0.003151475	0.002935027	0.00593628	0.003679538	0.006070418
956	0.003198953	0.003286493	0.006088786	0.003720052	0.005971551
957	0.003117514	0.003137941	0.005617111	0.003459318	0.005828768
958	0.00317707	0.00320358	0.006598364	0.003522823	0.006020094
959	0.003217445	0.00315997	0.004617599	0.003484285	0.00574183 
960	0.003259861	0.003343434	0.006145175	0.003294427	0.005734555
961	0.003251373	0.003200621	0.005984568	0.00332109	0.005664149
962	0.003263335	0.002997462	0.003652484	0.003119243	0.00557552 
963	0.003202584	0.003330188	0.003958696	0.003195555	0.00532134 
964	0.003224361	0.003226056	0.005547163	0.003103565	0.005380881
965	0.003092854	0.003175565	0.003754026	0.003048417	0.005253038
966	0.003161427	0.003178254	0.004317301	0.002959658	0.005160573
967	0.003326094	0.002988219	0.004684235	0.003171347	0.005083621
968	0.003300372	0.003290644	0.004215874	0.00299697	0.005112248
969	0.003737646	0.003071825	0.004980849	0.002917612	0.00510626 
970	0.004177178	0.003143472	0.003967998	0.002965068	0.005076291
971	0.004572623	0.003189847	0.004611415	0.002941304	0.005033748
972	0.004928804	0.003006629	0.006656915	0.002979451	0.004841322
973	0.005368023	0.003295854	0.004559799	0.002917268	0.004968465
974	0.005835901	0.003336987	0.005782708	0.002936515	0.004797366
975	0.006218715	0.003220333	0.006338571	0.002950977	0.004790167
976	0.006782905	0.003257579	0.006857011	0.00298945	0.004750291
977	0.006989145	0.003215646	0.004725524	0.003020217	0.004647724
978	0.007099401	0.003219825	0.007838953	0.003059587	0.004698265
979	0.006733744	0.003179475	0.006041136	0.002902637	0.004662089
980	0.006430984	0.003149958	0.005365008	0.002911577	0.004650738
981	0.006036512	0.003073349	0.006289266	0.00296362	0.004550725
982	0.005490304	0.003106711	0.00527788	0.003071143	0.004549475
983	0.005114472	0.003213611	0.006766277	0.003095727	0.004489187
984	0.004612977	0.003319185	0.008336646	0.003124792	0.004557045
985	0.004275752	0.003343828	0.008862183	0.003062981	0.004458478
986	0.00389336	0.003264373	0.007237596	0.003168676	0.004557197
987	0.003688705	0.003108939	0.007671615	0.003114523	0.00453157 
988	0.003546488	0.003168539	0.009011822	0.003180889	0.0043821  
989	0.003586025	0.003095853	0.011391495	0.003166217	0.004389936
990	0.0037737	0.003060609	0.010236379	0.003294666	0.00433933 
991	0.004064712	0.003373036	0.01253322	0.003242756	0.004223451
992	0.00470688	0.003164086	0.015097401	0.003415982	0.004300809
993	0.005668699	0.003162092	0.018957211	0.003422124	0.004201856
994	0.006836316	0.003241683	0.019807607	0.003623902	0.004310684
995	0.008079605	0.003116899	0.020868754	0.003866492	0.004237899
996	0.009442869	0.003106818	0.024482738	0.003871287	0.004304226
997	0.010956606	0.003193427	0.029227216	0.004077177	0.004208109
998	0.012284835	0.003179735	0.029634893	0.004271903	0.00414179 
999	0.013344805	0.003190623	0.032652348	0.004470567	0.00428379 
1000	0.014443859	0.003163005	0.031744227	0.004403859	0.004347762
1001	0.014436504	0.003157323	0.034921203	0.004453902	0.004126963
1002	0.013927398	0.003185866	0.030237105	0.004452514	0.004134403
1003	0.012896101	0.003226348	0.029789813	0.004419766	0.004247118
1004	0.011738845	0.003350712	0.029431878	0.004407172	0.004104325
1005	0.010657279	0.003147014	0.024995251	0.00427206	0.004186054
1006	0.009492207	0.003167291	0.022277722	0.004224503	0.004170027
1007	0.008660293	0.00326056	0.018687403	0.004066078	0.004113491
1008	0.007833487	0.003254058	0.019485341	0.003997623	0.004199859
1009	0.007474683	0.003175	0.015433891	0.003898655	0.004094164
1010	0.00783006	0.003177525	0.014227809	0.003630487	0.004078089
1011	0.008547248	0.003278751	0.013665418	0.003581045	0.004079061
1012	0.009397946	0.003079858	0.011300361	0.003423309	0.004072518
1013	0.010178601	0.003281233	0.01125126	0.003338843	0.004097362
1014	0.010928211	0.003328926	0.009280753	0.003313573	0.004069029
1015	0.011754869	0.003221035	0.010747151	0.003342126	0.004194842
1016	0.012396437	0.003143569	0.009730135	0.00332374	0.004101356
1017	0.012503285	0.003115151	0.008991157	0.003311106	0.004195303
1018	0.012191952	0.0032763	0.007549436	0.003239414	0.004183074
1019	0.011649372	0.003219325	0.007630206	0.003161062	0.004288793
1020	0.010856266	0.00320529	0.008432128	0.003236024	0.004190942
1021	0.009935746	0.003207443	0.008253204	0.003245192	0.004177944
1022	0.009013105	0.003262354	0.009493596	0.00325498	0.004274008
1023	0.007888334	0.003222638	0.009411611	0.003201131	0.004329388
1024	0.007199732	0.003374835	0.008573146	0.003191103	0.004186966
1025	0.006318519	0.003254383	0.01108994	0.003245219	0.004254316
1026	0.005821246	0.003459694	0.009629956	0.003190747	0.004216341
1027	0.005534496	0.003173914	0.008482988	0.003197652	0.004274127
1028	0.005464682	0.003477279	0.011913803	0.003281832	0.004277419
1029	0.00544495	0.003519556	0.010751795	0.003172943	0.004219714
1030	0.005510246	0.003432628	0.013834763	0.003276682	0.004206315
1031	0.005544691	0.003478023	0.012257358	0.003301876	0.004482791
1032	0.005771082	0.003827545	0.013687061	0.003263607	0.004510999
1033	0.006113473	0.003909232	0.016408823	0.00337355	0.004367181
1034	0.006631247	0.004206066	0.017535895	0.003332908	0.004488077
1035	0.007586339	0.004177019	0.02051042	0.003376322	0.00438965 
1036	0.008989879	0.00436455	0.024836039	0.003569573	0.004479931
1037	0.011242687	0.004576221	0.028423581	0.003495978	0.00462062 
1038	0.015748773	0.004552076	0.031326503	0.003577784	0.004531819
1039	0.024095153	0.004852971	0.033856794	0.003666015	0.004594969
1040	0.040750161	0.00495861	0.038826134	0.003698891	0.004732522
1041	0.064452134	0.004946937	0.04228941	0.003868393	0.00469582 
1042	0.091594353	0.005304733	0.04219703	0.004083745	0.004865132
1043	0.12071988	0.005192677	0.043574758	0.004172236	0.004746323
1044	0.151592657	0.005483359	0.044514939	0.004378361	0.004816526
1045	0.180654451	0.00575384	0.040350705	0.004654426	0.004833022
1046	0.206515491	0.006158081	0.039144807	0.00486849	0.004716055
1047	0.222010538	0.006684454	0.034308255	0.005122932	0.004992938
1048	0.221763372	0.007363927	0.032737963	0.005350062	0.005023629
1049	0.20955959	0.008167898	0.028811561	0.00569168	0.005098233
1050	0.19098118	0.008980467	0.023436677	0.006247529	0.00500352 
1051	0.168658748	0.009893726	0.021276137	0.006570062	0.00498474 
1052	0.145358995	0.011007792	0.01905152	0.006752719	0.005319145
1053	0.12202201	0.011748156	0.018101165	0.007079124	0.005200602
1054	0.102531016	0.012857682	0.0160849	0.007416346	0.005315929
1055	0.091999888	0.013692589	0.013993448	0.007674674	0.005304946
1056	0.089633077	0.015067587	0.013665474	0.007764669	0.005490822
1057	0.094681308	0.016183365	0.011604615	0.008033377	0.00578345 
1058	0.106372997	0.017353475	0.010390746	0.007942889	0.005686041
1059	0.126254052	0.018598417	0.011319416	0.0081776	0.005775366
1060	0.158637643	0.019580835	0.008851532	0.007984102	0.005831612
