400.000	0.000
409.134	0.000
417.638	0.000
424.724	0.000
434.646	0.000
441.732	0.000
450.236	0.000
461.575	0.000
470.079	0.000
478.583	0.000
481.416	0.000
487.083	1.205
489.914	2.410
491.320	6.024
492.718	12.651
494.115	18.976
495.473	38.253
496.797	68.072
498.165	83.434
499.550	93.072
500.957	95.783
502.364	98.193
505.195	98.193
508.027	97.590
512.273	97.289
517.935	96.988
523.596	96.988
527.834	98.795
536.325	98.795
540.572	98.494
549.061	98.795
551.894	98.193
556.143	97.289
561.809	96.084
570.297	96.687
574.536	98.193
577.373	96.687
578.805	92.771
580.260	83.735
581.729	71.687
584.693	42.169
586.200	21.988
587.665	11.446
589.097	8.133
591.948	4.518
597.632	1.205
617.479	0.301
630.236	0.000
657.165	0.000
689.764	0.000
736.536	0.000
788.976	0.000
832.913	0.000
902.365	0.000
943.468	0.000
980.315	0.000
1001.575	0.000
