348.423	24.493
359.033	29.011
364.338	33.027
374.948	37.545
385.559	39.051
397.937	42.062
408.547	44.572
419.158	44.070
429.768	44.070
438.610	46.078
443.915	44.572
450.988	44.070
459.830	45.074
468.672	48.086
479.282	51.600
488.124	55.114
496.966	55.114
507.576	57.624
516.418	59.130
528.796	60.134
542.943	60.134
548.248	60.134
558.859	59.632
569.469	59.130
580.079	59.632
588.921	58.628
594.226	57.122
597.763	56.118
603.068	56.118
608.373	56.118
615.446	54.612
622.520	53.106
626.057	51.600
636.667	52.102
641.972	50.094
649.045	48.588
654.351	46.580
663.192	44.572
673.803	43.568
680.876	43.568
682.644	42.062
686.181	41.058
695.023	42.062
703.865	42.564
707.402	41.560
714.475	42.564
719.780	42.564
723.317	41.058
728.622	38.549
735.695	39.051
739.232	39.051
742.769	37.043
749.842	36.541
755.147	35.537
763.989	35.537
767.526	36.039
771.063	35.537
776.368	34.533
781.673	33.529
788.746	33.529
795.820	33.027
808.199	31.521
822.346	30.517
832.956	27.003
843.566	24.995
850.639	23.489
857.713	21.983
871.860	19.975
884.238	18.469
893.080	15.959
905.459	14.955
917.837	13.952
926.679	12.948
937.289	10.940
949.668	9.434
963.815	7.928
992.109	5.418
1016.866	3.410
1046.928	1.904
1098.211	0.900
